0.000000	52.000000	0.000000	0.000000	1000.000000	1
0.040000	52.000000	0.000000	0.297052	1370.243953	1
0.080000	52.000000	0.000000	0.776904	1661.601693	1
0.120000	52.000000	0.000000	1.416394	1870.799326	1
0.160000	52.000000	0.000000	2.172851	2012.894191	1
0.200000	52.000000	0.000000	3.010914	2103.125217	1
0.240000	52.000000	0.000000	3.896760	2157.072453	1
0.280000	52.000000	0.000000	4.800761	2188.650565	1
0.320000	52.000000	0.000000	5.700881	2207.473033	1
0.360000	52.000000	0.000000	6.586474	2219.264654	1
0.400000	52.000000	0.000000	7.447104	2230.257724	1
0.440000	52.000000	0.000000	8.282635	2241.130137	1
0.480000	52.000000	0.000000	9.089959	2252.745230	1
0.520000	52.000000	0.000000	9.867446	2265.355391	1
0.560000	52.000000	0.000000	10.617650	2278.318947	1
0.600000	52.000000	0.000000	11.339262	2293.505514	1
0.640000	52.000000	0.000000	12.034482	2310.649247	1
0.680000	52.000000	0.000000	12.706666	2328.491454	1
0.720000	52.000000	0.000000	13.356904	2347.155005	1
0.760000	52.000000	0.000000	13.984508	2368.165379	1
0.800000	52.000000	0.000000	14.592826	2390.085807	1
0.840000	52.000000	0.000000	15.184055	2411.946228	1
0.880000	52.000000	0.000000	15.759319	2432.999825	1
0.920000	52.000000	0.000000	16.317729	2454.419614	1
0.960000	52.000000	0.000000	16.859946	2476.363443	1
1.000000	52.000000	0.000000	17.387678	2498.118696	1
1.040000	52.000000	0.000000	17.902000	2519.361738	1
1.080000	52.000000	0.000000	18.403670	2539.957256	1
1.120000	52.000000	0.000000	18.893277	2559.860940	1
1.160000	52.000000	0.000000	19.370416	2579.881773	1
1.200000	52.000000	0.000000	19.832024	2602.542739	1
1.240000	52.000000	0.000000	20.280868	2626.442081	1
1.280000	52.000000	0.000000	20.718730	2651.656904	1
1.320000	52.000000	0.000000	21.146378	2678.342556	1
1.360000	52.000000	0.000000	21.567245	2705.474311	1
1.400000	52.000000	0.000000	21.981991	2735.210982	1
1.440000	52.000000	0.000000	22.392901	2765.705865	1
1.480000	52.000000	0.000000	22.800226	2796.505632	1
1.520000	52.000000	0.000000	23.201728	2829.754127	1
1.560000	52.000000	0.000000	23.599281	2864.050480	1
1.600000	52.000000	0.000000	23.993474	2899.294197	1
1.640000	52.000000	0.000000	24.385337	2934.520006	1
1.680000	52.000000	0.000000	24.774693	2969.897912	2
1.720000	52.000000	0.000000	25.373177	2716.284452	2
1.760000	52.000000	0.000000	25.841345	2593.812960	2
1.800000	52.000000	0.000000	26.247287	2535.046209	2
1.840000	52.000000	0.000000	26.621295	2507.740747	2
1.880000	52.000000	0.000000	26.977029	2496.987284	2
1.920000	52.000000	0.000000	27.321016	2495.625994	2
1.960000	52.000000	0.000000	27.657415	2498.972965	2
2.000000	52.000000	0.000000	27.988337	2504.657208	2
2.040000	52.000000	0.000000	28.314873	2511.477720	2
2.080000	52.000000	0.000000	28.637599	2518.822377	2
2.120000	52.000000	0.000000	28.956837	2526.378425	2
2.160000	52.000000	0.000000	29.272773	2533.986221	2
2.200000	52.000000	0.000000	29.585526	2541.564738	2
2.240000	52.000000	0.000000	29.895182	2549.073409	2
2.280000	52.000000	0.000000	30.201804	2556.492525	2
2.320000	52.000000	0.000000	30.505448	2563.813131	2
2.360000	52.000000	0.000000	30.806163	2571.031805	2
2.400000	52.000000	0.000000	31.103995	2578.147960	2
2.440000	52.000000	0.000000	31.398987	2585.162440	2
2.480000	52.000000	0.000000	31.691140	2592.137384	2
2.520000	52.000000	0.000000	31.980215	2599.498078	2
2.560000	52.000000	0.000000	32.266283	2607.210446	2
2.600000	52.000000	0.000000	32.548811	2615.843799	2
2.640000	52.000000	0.000000	32.828145	2624.981983	2
2.680000	52.000000	0.000000	33.104730	2634.178068	2
2.720000	52.000000	0.000000	33.378767	2643.272873	2
2.760000	52.000000	0.000000	33.650302	2652.344753	2
2.800000	52.000000	0.000000	33.919467	2661.646300	2
2.840000	52.000000	0.000000	34.186448	2671.013598	2
2.880000	52.000000	0.000000	34.451106	2680.683927	2
2.920000	52.000000	0.000000	34.713377	2690.799391	2
2.960000	52.000000	0.000000	34.973531	2701.022960	2
3.000000	52.000000	0.000000	35.231867	2711.178691	2
3.040000	52.000000	0.000000	35.488795	2721.178146	2
3.080000	52.000000	0.000000	35.744320	2731.052746	2
3.120000	52.000000	0.000000	35.998388	2741.099489	2
3.160000	52.000000	0.000000	36.251020	2752.195328	2
3.200000	52.000000	0.000000	36.502665	2763.706167	2
3.240000	52.000000	0.000000	36.753514	2775.299108	2
3.280000	52.000000	0.000000	37.003636	2786.846459	2
3.320000	52.000000	0.000000	37.253070	2798.223454	2
3.360000	52.000000	0.000000	37.501803	2809.550110	2
3.400000	52.000000	0.000000	37.749891	2820.913683	2
3.440000	52.000000	0.000000	37.997376	2832.251306	2
3.480000	52.000000	0.000000	38.243721	2844.345910	2
3.520000	52.000000	0.000000	38.488931	2857.074733	2
3.560000	52.000000	0.000000	38.733324	2869.914263	2
3.600000	52.000000	0.000000	38.976986	2882.726708	2
3.640000	52.000000	0.000000	39.219942	2895.475767	2
3.680000	52.000000	0.000000	39.462198	2908.160319	2
3.720000	52.000000	0.000000	39.703622	2921.137882	2
3.760000	52.000000	0.000000	39.944333	2934.309160	2
3.800000	52.000000	0.000000	40.184446	2947.473609	2
3.840000	52.000000	0.000000	40.423992	2960.584988	2
3.880000	52.000000	0.000000	40.662977	2973.632815	2
3.920000	52.000000	0.000000	40.901406	2986.614997	2
3.960000	52.000000	0.000000	41.139280	2999.531424	2
4.000000	52.000000	0.000000	41.376516	3012.521026	2
4.040000	52.000000	0.000000	41.613030	3025.704294	2
4.080000	52.000000	0.000000	41.848941	3038.878318	2
4.120000	52.000000	0.000000	42.084275	3051.999878	2
4.160000	52.000000	0.000000	42.319040	3065.059826	2
4.200000	52.000000	0.000000	42.553240	3078.056487	2
4.240000	52.000000	0.000000	42.786875	3090.989841	2
4.280000	52.000000	0.000000	43.019949	3103.860234	3
4.320000	52.000000	0.000000	43.390586	2834.048292	3
4.360000	52.000000	0.000000	43.673344	2701.769438	3
4.400000	52.000000	0.000000	43.914915	2637.723862	3
4.440000	52.000000	0.000000	44.136585	2606.589151	3
4.480000	52.000000	0.000000	44.347882	2591.996782	3
4.520000	52.000000	0.000000	44.553400	2585.906756	3
